identifier,fullStatement,humanCodingScheme,listEnumeration,notes,educationLevel,CFItemType
7bba4005-d7cc-11e8-824f-0242ac160002,"Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). <em>For example, given a graph of one quadratic function and an algebraic expression for another, say which has the larger maximum.</em>",HSF-IF.C.9,9,,"09,10,11,12",Standard
7bba4bc6-d7cc-11e8-824f-0242ac160002,Building Functions,,,,"09,10,11,12",Domain
7bba48de-d7cc-11e8-824f-0242ac160002,Build a function that models a relationship between two quantities,HSF-BF.A,,"[For F.BF.1, 2, linear, exponential, and quadratic]","09,10,11,12",Cluster
7bba4712-d7cc-11e8-824f-0242ac160002,Write a function that describes a relationship between two quantities,HSF-BF.A.1,1,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Standard
7bba454d-d7cc-11e8-824f-0242ac160002,"Determine an explicit expression, a recursive process, or steps for calculation from a context.",HSF-BF.A.1.a,a.,,"09,10,11,12",Component
7bba5752-d7cc-11e8-824f-0242ac160002,"Combine standard function types using arithmetic operations. <em>For example, build a function that models the temperature of a cooling body by adding a constant function to a decaying exponential, and relate these functions to the model.</em>",HSF-BF.A.1.b,b.,,"09,10,11,12",Component
7bba5553-d7cc-11e8-824f-0242ac160002,"Write arithmetic and geometric sequences both recursively and with an explicit formula, use them to model situations, and translate between the two forms.",HSF-BF.A.2,2,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Standard
7bba4d8f-d7cc-11e8-824f-0242ac160002,Build new functions from existing functions,HSF-BF.B,,"[Linear, exponential, quadratic, and absolute value; for F.BF.4a, linear only]","09,10,11,12",Cluster
7bba4f9a-d7cc-11e8-824f-0242ac160002,"Identify the effect on the graph of replacing f(x) by f(x) + k, k f(x), f(kx), and f(x + k) for specific values of k (both positive and negative); find the value of k given the graphs. Experiment with cases and illustrate an explanation of the effects on the graph using technology. Include recognizing even and odd functions from their graphs and algebraic expressions for them.",HSF-BF.B.3,3,,"09,10,11,12",Standard
7bba5373-d7cc-11e8-824f-0242ac160002,Find inverse functions.,HSF-BF.B.4,4,,"09,10,11,12",Standard
7bba518c-d7cc-11e8-824f-0242ac160002,"Solve an equation of the form f(x) = c for a simple function f that has an inverse and write an expression for the inverse. <em>For example, f(x) = 2x³ for x > 0 or f(x) = (x + 1)/(x – 1) for x ≠ 1.</em>",HSF-BF.B.4.a,a.,,"09,10,11,12",Component
7bba60d8-d7cc-11e8-824f-0242ac160002,"Linear, Quadratic, & Exponential Models",,,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Domain
7bba5dd4-d7cc-11e8-824f-0242ac160002,"Construct and compare linear, quadratic, and exponential models and solve problems",HSF-LE.A,,,"09,10,11,12",Cluster
7bba5c08-d7cc-11e8-824f-0242ac160002,Distinguish between situations that can be modeled with linear functions and with exponential functions.,HSF-LE.A.1,1,,"09,10,11,12",Standard
7bba59d1-d7cc-11e8-824f-0242ac160002,"Prove that linear functions grow by equal differences over equal intervals, and that exponential functions grow by equal factors over equal intervals.",HSF-LE.A.1.a,a.,,"09,10,11,12",Component
7bba6a95-d7cc-11e8-824f-0242ac160002,Recognize situations in which one quantity changes at a constant rate per unit interval relative to another.,HSF-LE.A.1.b,b.,,"09,10,11,12",Component
7bba6c65-d7cc-11e8-824f-0242ac160002,Recognize situations in which a quantity grows or decays by a constant percent rate per unit interval relative to another.,HSF-LE.A.1.c,c.,,"09,10,11,12",Component
7bba66eb-d7cc-11e8-824f-0242ac160002,"Construct linear and exponential functions, including arithmetic and geometric sequences, given a graph, a description of a relationship, or two input-output pairs (include reading these from a table).",HSF-LE.A.2,2,,"09,10,11,12",Standard
7bba68ba-d7cc-11e8-824f-0242ac160002,"Observe using graphs and tables that a quantity increasing exponentially eventually exceeds a quantity increasing linearly, quadratically, or (more generally) as a polynomial function.",HSF-LE.A.3,3,,"09,10,11,12",Standard
7bba633d-d7cc-11e8-824f-0242ac160002,Interpret expressions for functions in terms of the situation they model,HSF-LE.B,,,"09,10,11,12",Cluster
7bba6e24-d7cc-11e8-824f-0242ac160002,"Apply quadratic functions to physical problems, such as the motion of an object under the force of gravity.",HSF-LE.B.6,,,"09,10,11,12",Standard
7bba6523-d7cc-11e8-824f-0242ac160002,Interpret the parameters in a linear or exponential function in terms of a context.,HSF-LE.B.5,5,,"09,10,11,12",Standard
7bba719b-d7cc-11e8-824f-0242ac160002,Statistics & Probability,,5,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Conceptual Category
7bba7799-d7cc-11e8-824f-0242ac160002,Interpreting Categorical & Quantitative Data,,,,"09,10,11,12",Domain
7bba75b6-d7cc-11e8-824f-0242ac160002,"Summarize, represent, and interpret data on a single count or measurement variable",HSS-ID.A,,,"09,10,11,12",Cluster
7bba73cc-d7cc-11e8-824f-0242ac160002,"Represent data with plots on the real number line (dot plots, histograms, and box plots).",HSS-ID.A.1,1,,"09,10,11,12",Standard
7bba91dc-d7cc-11e8-824f-0242ac160002,"Use statistics appropriate to the shape of the data distribution to compare center (median, mean) and spread (interquartile range, standard deviation) of two or more different data sets.",HSS-ID.A.2,2,,"09,10,11,12",Standard
7bba9576-d7cc-11e8-824f-0242ac160002,"Interpret differences in shape, center, and spread in the context of the data sets, accounting for possible effects of extreme data points (outliers).",HSS-ID.A.3,3,,"09,10,11,12",Standard
7bba7988-d7cc-11e8-824f-0242ac160002,"Summarize, represent, and interpret data on two categorical and quantitative variables",HSS-ID.B,,,"09,10,11,12",Cluster
7bba7b69-d7cc-11e8-824f-0242ac160002,"Summarize categorical data for two categories in two-way frequency tables. Interpret relative frequencies in the context of the data (including joint, marginal, and conditional relative frequencies). Recognize possible associations and trends in the data.",HSS-ID.B.5,5,,"09,10,11,12",Standard
7bba8134-d7cc-11e8-824f-0242ac160002,"Represent data on two quantitative variables on a scatter plot, and describe how the variables are related.",HSS-ID.B.6,6,,"09,10,11,12",Standard
7bba7dd4-d7cc-11e8-824f-0242ac160002,Fit a function to the data; use functions fitted to data to solve problems in the context of the data.,HSS-ID.B.6.a,a.,"Use given functions or choose a function suggested by the context. Emphasize linear, quadratic, and exponential models.","09,10,11,12",Component
7bba836e-d7cc-11e8-824f-0242ac160002,Informally assess the fit of a function by plotting and analyzing residuals.,HSS-ID.B.6.b,b.,,"09,10,11,12",Component
7bba859e-d7cc-11e8-824f-0242ac160002,Fit a linear function for a scatter plot that suggests a linear association.,HSS-ID.B.6.c,c.,,"09,10,11,12",Component
7bba87d2-d7cc-11e8-824f-0242ac160002,Interpret linear models,HSS-ID.C,,,"09,10,11,12",Cluster
7bba8a0b-d7cc-11e8-824f-0242ac160002,Interpret the slope (rate of change) and the intercept (constant term) of a linear model in the context of the data.,HSS-ID.C.7,7,,"09,10,11,12",Standard
7bba8ce2-d7cc-11e8-824f-0242ac160002,Compute (using technology) and interpret the correlation coefficient of a linear fit.,HSS-ID.C.8,8,,"09,10,11,12",Standard
7bba8f8a-d7cc-11e8-824f-0242ac160002,Distinguish between correlation and causation.,HSS-ID.C.9,9,,"09,10,11,12",Standard
7bba9775-d7cc-11e8-824f-0242ac160002,Geometry,,,,"09,10,11,12",Course
7bba9ad0-d7cc-11e8-824f-0242ac160002,Geometry,,4,,"09,10,11,12",Conceptual Category
7bbaa38b-d7cc-11e8-824f-0242ac160002,Congruence,,,,"09,10,11,12",Domain
7bbaa144-d7cc-11e8-824f-0242ac160002,Experiment with transformations in the plane,HSG-CO.A,,,"09,10,11,12",Cluster
7bba9eb8-d7cc-11e8-824f-0242ac160002,"Know precise definitions of angle, circle, perpendicular line, parallel line, and line segment, based on the undefined notions of point, line, distance along a line, and distance around a circular arc.",HSG-CO.A.1,1,,"09,10,11,12",Standard
7bbabfa5-d7cc-11e8-824f-0242ac160002,"Represent transformations in the plane using, e.g., transparencies and geometry software; describe transformations as functions that take points in the plane as inputs and give other points as outputs. Compare transformations that preserve distance and angle to those that do not (e.g., translation versus horizontal stretch).",HSG-CO.A.2,2,,"09,10,11,12",Standard
7bbac206-d7cc-11e8-824f-0242ac160002,"Given a rectangle, parallelogram, trapezoid, or regular polygon, describe the rotations and reflections that carry it onto itself.",HSG-CO.A.3,3,,"09,10,11,12",Standard
7bbac459-d7cc-11e8-824f-0242ac160002,"Develop definitions of rotations, reflections, and translations in terms of angles, circles, perpendicular lines, parallel lines, and line segments.",HSG-CO.A.4,4,,"09,10,11,12",Standard
7bbac6ab-d7cc-11e8-824f-0242ac160002,"Given a geometric figure and a rotation, reflection, or translation, draw the transformed figure using, e.g., graph paper, tracing paper, or geometry software. Specify a sequence of transformations that will carry a given figure onto another.",HSG-CO.A.5,5,,"09,10,11,12",Standard
7bbaa5d0-d7cc-11e8-824f-0242ac160002,Understand congruence in terms of rigid motions,HSG-CO.B,,[Build on rigid motions as a familiar starting point for development of concept of geometric proof.],"09,10,11,12",Cluster
7bbaa852-d7cc-11e8-824f-0242ac160002,"Use geometric descriptions of rigid motions to transform figures and to predict the effect of a given rigid motion on a given figure; given two figures, use the definition of congruence in terms of rigid motions to decide if they are congruent.",HSG-CO.B.6,6,,"09,10,11,12",Standard
